15;3;56;16;1;1;0;per;1;0;
8;1;63;16;4;0;1;per;2;0;
14;2;66;15;4;0;1;per;3;0;
6;1;57;12;4;1;0;per;3;0;
7;1;29;7;4;0;1;per;1;0;
5;1;6;2;4;0;0;per;1;0;
4;1;437;105;21;1;0;ref;5;0;
5;1;356;83;20;0;1;ref;2;0;
5;1;343;80;19;0;1;ref;2;0;
24;4;326;73;18;0;1;ref;11;0;
9;1;322;72;17;0;1;ref;11;0;
10;1;312;70;16;1;1;ref;1;0;
19;3;288;65;15;0;1;ref;3;0;
19;2;260;60;14;0;1;ref;1;0;
6;1;254;58;13;0;1;ref;3;1;
6;1;240;55;12;0;1;ref;1;0;
30;6;223;51;11;0;0;ref;1;0;
15;3;216;49;10;0;0;ref;1;0;
8;1;209;47;9;1;1;ref;2;0;
14;2;152;32;8;1;1;ref;3;0;
6;1;143;29;7;0;0;ref;3;0;
7;1;115;24;6;1;1;ref;1;0;
5;1;92;19;5;1;0;ref;1;0;
7;2;86;17;4;0;1;ref;3;1;
27;3;94;17;3;0;1;ref;3;0;
22;2;87;17;2;1;1;ref;1;0;
9;1;87;17;1;0;1;ref;1;0;
7;1;92;17;4;0;1;ref;1;0;
14;2;100;17;4;1;1;ref;1;0;
21;4;91;17;4;1;1;ref;1;0;
13;2;91;17;4;0;0;ref;3;0;
9;1;83;17;4;1;0;ref;1;0;
6;1;76;17;4;1;1;ref;1;0;
21;3;69;17;4;1;1;ref;1;0;
12;2;75;17;4;0;1;ref;1;0;
6;1;71;17;4;0;1;ref;1;0;
10;2;71;17;4;1;0;ref;1;0;
4;1;66;17;4;0;1;ref;1;0;
5;1;59;14;4;0;0;ref;1;0;
17;3;44;10;4;1;1;ref;1;0;
6;1;39;9;4;1;1;ref;2;0;
8;1;24;5;4;1;1;ref;1;0;
4;1;619;141;34;1;0;per;5;0;
5;1;538;119;33;0;1;per;2;0;
5;1;525;116;32;0;1;per;2;0;
24;4;508;109;31;0;1;per;11;0;
9;1;504;108;30;0;1;per;11;0;
10;1;494;106;29;1;1;per;1;0;
19;3;470;101;28;0;1;per;3;0;
19;2;442;96;27;0;1;per;1;0;
6;1;436;94;26;0;1;per;3;0;
6;1;422;91;25;0;1;per;1;0;
30;6;405;87;24;0;0;per;1;0;
15;3;398;85;23;0;0;per;1;0;
8;1;391;83;22;1;1;per;2;0;
14;2;334;68;21;1;1;per;3;0;
6;1;325;65;20;0;0;per;3;0;
7;1;297;60;19;1;1;per;1;0;
5;1;274;55;18;1;0;per;1;0;
7;2;268;53;17;0;1;per;3;0;
27;3;269;53;16;0;1;per;3;0;
22;2;257;53;15;1;1;per;1;0;
9;1;250;52;14;0;1;per;1;0;
7;1;217;45;13;0;1;per;1;0;
14;2;203;41;12;1;1;per;1;0;
21;4;175;37;11;1;1;per;1;0;
13;2;163;35;10;0;0;per;3;0;
9;1;144;32;9;1;0;per;1;0;
6;1;135;31;8;1;1;per;1;0;
21;3;113;27;7;1;1;per;1;0;
12;2;101;23;6;0;1;per;1;0;
6;1;95;22;5;0;1;per;1;0;
10;2;72;18;4;1;0;per;1;0;
4;1;66;17;3;0;1;per;1;0;
5;1;59;14;2;0;0;per;1;0;
17;3;44;10;1;1;1;per;1;0;
6;1;39;9;17;1;1;per;2;0;
8;1;24;5;17;1;1;per;1;0;
16;2;399;79;18;1;1;per;1;0;
6;1;389;78;17;0;1;per;2;0;
5;1;381;75;16;0;1;per;4;0;
18;2;344;66;14;0;1;per;8;0;
11;1;345;66;13;0;1;per;7;0;
15;2;316;62;12;1;1;per;11;0;
10;1;311;61;11;1;1;per;11;0;
6;1;300;59;10;1;0;per;3;0;
15;2;281;55;9;1;1;per;1;0;
22;2;257;51;8;0;1;per;1;0;
4;1;213;44;7;1;1;per;4;0;
51;5;193;41;6;1;0;per;1;0;
28;2;167;38;5;0;1;per;1;0;
16;3;146;36;4;0;1;per;1;0;
6;1;136;34;3;0;1;per;3;0;
6;1;122;29;2;0;1;per;1;0;
5;1;83;20;1;1;0;per;1;1;
6;1;51;14;14;1;1;per;1;0;
11;3;28;7;14;0;0;per;1;0;
7;1;24;5;14;0;1;per;3;0;
8;1;9;2;14;0;1;per;1;0;
17;2;614;130;57;1;0;per;1;0;
14;2;594;126;56;0;1;per;1;0;
4;1;565;121;55;0;1;per;1;0;
26;4;553;117;54;1;1;per;1;0;
9;1;542;115;53;1;0;per;1;0;
197;27;522;111;52;0;0;per;2;0;
5;1;493;106;51;0;0;per;2;0;
95;13;479;104;50;1;1;per;4;0;
38;5;445;96;49;1;0;per;2;0;
18;2;436;94;48;0;1;per;8;0;
11;1;429;93;47;0;1;per;7;0;
7;1;394;87;46;0;1;per;1;0;
5;1;375;83;45;1;1;per;1;0;
18;2;370;82;44;0;1;per;8;0;
11;1;363;81;43;0;1;per;7;0;
5;1;328;73;42;0;1;per;4;0;
12;2;313;69;41;0;1;per;5;0;
8;1;298;64;40;0;1;per;1;0;
8;1;288;61;39;1;0;per;2;0;
16;3;271;56;38;1;1;per;4;1;
6;1;261;54;37;0;0;per;2;0;
3;1;240;49;36;0;1;per;2;0;
10;1;237;48;35;0;1;per;1;0;
28;3;202;41;34;1;1;per;1;0;
7;1;169;36;33;1;1;per;1;0;
3;1;157;34;32;0;1;per;2;0;
15;2;153;32;31;1;1;per;11;0;
10;1;148;31;30;1;1;per;11;0;
6;1;132;28;29;0;1;per;3;0;
13;2;112;23;28;1;1;per;4;0;
141;24;103;21;27;0;1;per;1;0;
25;4;97;19;26;0;1;per;1;0;
19;3;80;17;25;1;0;per;1;0;
5;1;77;16;24;0;1;per;1;0;
49;8;51;11;23;1;1;per;4;0;
31;5;33;7;22;0;1;per;1;0;
12;2;14;4;21;0;1;per;1;0;
16;3;13;2;20;1;1;per;11;0;
9;1;10;2;19;1;1;per;11;0;
15;4;7;2;18;0;1;per;3;0;
5;1;8;2;17;0;1;per;3;0;
6;1;15;2;16;0;1;per;3;0;
14;4;7;2;15;0;1;per;1;0;
7;2;6;2;14;0;1;per;3;0;
11;2;6;2;13;0;0;per;1;0;
49;8;10;2;12;0;1;per;5;0;
44;7;17;2;11;1;1;per;3;0;
39;6;8;2;10;1;1;per;1;0;
20;4;13;2;9;1;1;per;3;0;
15;3;9;2;8;0;1;per;1;0;
6;1;7;2;7;0;1;per;1;0;
10;1;13;2;6;1;1;per;1;0;
7;1;13;2;5;0;1;per;1;0;
5;1;6;2;4;0;1;per;1;0;
7;1;8;2;3;0;1;per;1;0;
22;3;7;2;2;1;1;per;1;0;
4;1;5;2;1;0;1;per;1;0;
5;1;6;2;20;0;1;per;3;0;
17;2;640;135;38;0;0;None;1;0;
14;2;620;131;37;0;0;None;1;0;
4;1;591;126;36;0;0;None;1;0;
26;4;579;122;35;0;0;None;1;0;
9;1;568;120;34;0;0;None;1;0;
197;27;548;116;33;0;0;None;2;0;
5;1;519;111;32;0;0;None;2;0;
95;13;505;109;31;0;0;None;4;0;
38;5;471;101;30;0;0;None;2;0;
18;2;462;99;29;0;0;None;8;0;
11;1;455;98;28;0;0;None;7;0;
7;1;420;92;27;0;0;None;1;0;
5;1;401;88;26;0;0;None;1;0;
18;2;396;87;25;0;0;None;8;0;
11;1;389;86;24;0;0;None;7;0;
5;1;354;78;23;0;0;None;4;0;
12;2;339;74;22;0;0;None;5;0;
8;1;324;69;21;0;0;None;1;0;
8;1;314;66;20;0;0;None;2;0;
16;3;297;61;19;0;0;None;4;0;
6;1;287;59;18;0;0;None;2;0;
3;1;266;54;17;0;0;None;2;0;
10;1;263;53;16;0;0;None;1;0;
28;3;228;46;15;0;0;None;1;0;
7;1;195;41;14;0;0;None;1;0;
3;1;183;39;13;0;0;None;2;0;
15;2;179;37;12;0;0;None;11;1;
10;1;174;36;11;0;0;None;11;0;
6;1;158;33;10;0;0;None;3;0;
13;2;138;28;9;0;0;None;4;0;
141;24;129;26;8;0;0;None;1;0;
25;4;123;24;7;0;0;None;1;0;
19;3;106;22;6;0;0;None;1;0;
5;1;103;21;5;0;0;None;1;0;
49;8;77;16;4;0;0;None;4;0;
31;5;59;12;3;0;0;None;1;0;
12;2;40;9;2;0;0;None;1;0;
16;3;33;7;1;0;0;None;11;1;
9;1;34;7;1;0;0;None;11;0;
15;4;31;7;1;0;0;None;3;0;
5;1;31;7;1;0;0;None;3;0;
6;1;30;7;1;0;0;None;3;0;
14;4;24;7;1;0;0;None;1;0;
7;2;22;7;1;0;0;None;3;0;
11;2;20;7;1;0;0;None;1;0;
49;8;43;7;1;0;0;None;5;0;
44;7;39;7;1;0;0;None;3;0;
39;6;29;7;1;0;0;None;1;0;
20;4;31;7;1;0;0;None;3;0;
15;3;28;7;1;0;0;None;1;0;
6;1;32;7;1;0;0;None;1;0;
10;1;35;7;1;0;0;None;1;0;
7;1;25;7;1;0;0;None;1;0;
5;1;26;7;1;0;0;None;1;0;
7;1;40;7;1;0;0;None;1;0;
22;3;18;6;1;0;0;None;1;0;
4;1;11;4;1;0;0;None;1;0;
5;1;6;2;1;0;0;None;3;0;
17;2;712;154;44;0;1;per;1;0;
14;2;692;150;43;0;0;per;1;0;
4;1;663;145;42;0;0;per;1;0;
26;4;651;141;41;0;0;per;1;0;
9;1;640;139;40;0;1;per;1;0;
197;27;620;135;39;0;1;per;2;0;
5;1;591;130;38;0;1;per;2;0;
95;13;577;128;37;0;0;per;4;0;
38;5;543;120;36;0;1;per;2;0;
18;2;534;118;35;0;0;per;8;0;
11;1;527;117;34;0;0;per;7;0;
7;1;492;111;33;0;0;per;1;0;
5;1;473;107;32;0;0;per;1;0;
18;2;468;106;31;0;0;per;8;0;
11;1;461;105;30;0;0;per;7;0;
5;1;426;97;29;0;0;per;4;0;
12;2;411;93;28;0;0;per;5;0;
8;1;396;88;27;0;0;per;1;0;
8;1;386;85;26;0;1;per;2;0;
16;3;369;80;25;0;0;per;4;0;
6;1;359;78;24;0;1;per;2;0;
3;1;338;73;23;0;0;per;2;0;
10;1;335;72;22;0;0;per;1;0;
28;3;300;65;21;0;0;per;1;0;
7;1;267;60;20;0;0;per;1;0;
3;1;255;58;19;0;0;per;2;0;
15;2;251;56;18;0;0;per;11;0;
10;1;246;55;17;0;0;per;11;0;
6;1;230;52;16;0;0;per;3;0;
13;2;210;47;15;0;0;per;4;0;
141;24;201;45;14;0;0;per;1;0;
25;4;195;43;13;0;0;per;1;0;
19;3;178;41;12;0;1;per;1;0;
5;1;175;40;11;0;0;per;1;0;
49;8;149;35;10;0;0;per;4;0;
31;5;131;31;9;0;0;per;1;0;
12;2;112;28;8;0;0;per;1;0;
16;3;101;26;7;0;0;per;11;0;
9;1;101;26;6;0;0;per;11;0;
15;4;87;26;5;0;0;per;3;0;
5;1;90;26;4;0;0;per;3;0;
6;1;101;26;3;0;0;per;3;0;
14;4;99;26;2;0;0;per;1;0;
7;2;98;26;1;0;0;per;3;0;
11;2;105;26;7;0;1;per;1;0;
49;8;116;26;7;0;0;per;5;0;
44;7;113;26;7;0;0;per;3;0;
39;6;110;26;7;0;0;per;1;0;
20;4;111;26;7;0;0;per;3;0;
15;3;109;26;7;0;0;per;1;0;
6;1;110;26;7;0;0;per;1;0;
10;1;114;26;7;0;0;per;1;0;
7;1;92;22;7;0;0;per;1;0;
5;1;77;19;7;0;0;per;1;0;
7;1;58;13;7;0;0;per;1;0;
22;3;18;6;7;0;0;per;1;0;
4;1;11;4;7;0;0;per;1;0;
5;1;6;2;7;0;0;per;3;0;
17;2;871;193;54;1;0;per;1;0;
14;2;851;189;53;0;1;per;1;0;
4;1;822;184;52;0;1;per;1;0;
26;4;810;180;51;1;1;per;1;0;
9;1;799;178;50;1;0;per;1;0;
197;27;779;174;49;0;0;per;2;0;
5;1;750;169;48;0;0;per;2;0;
95;13;736;167;47;1;1;per;4;0;
38;5;702;159;46;1;0;per;2;0;
18;2;693;157;45;0;1;per;8;0;
11;1;686;156;44;0;1;per;7;0;
7;1;651;150;43;0;1;per;1;0;
5;1;632;146;42;1;1;per;1;0;
18;2;627;145;41;0;1;per;8;0;
11;1;620;144;40;0;1;per;7;0;
5;1;585;136;39;0;1;per;4;0;
12;2;570;132;38;0;1;per;5;0;
8;1;555;127;37;0;1;per;1;0;
8;1;545;124;36;1;0;per;2;0;
16;3;528;119;35;1;1;per;4;0;
6;1;518;117;34;0;0;per;2;0;
3;1;497;112;33;0;1;per;2;0;
10;1;494;111;32;0;1;per;1;0;
28;3;459;104;31;1;1;per;1;0;
7;1;426;99;30;1;1;per;1;0;
3;1;414;97;29;0;1;per;2;0;
15;2;410;95;28;1;1;per;11;1;
10;1;405;94;27;1;1;per;11;0;
6;1;389;91;26;0;1;per;3;0;
13;2;369;86;25;1;1;per;4;0;
141;24;360;84;24;0;1;per;1;0;
25;4;354;82;23;0;1;per;1;0;
19;3;337;80;22;1;0;per;1;0;
5;1;334;79;21;0;1;per;1;0;
49;8;308;74;20;1;1;per;4;0;
31;5;290;70;19;0;1;per;1;0;
12;2;271;67;18;0;1;per;1;0;
16;3;267;65;17;1;1;per;11;1;
9;1;274;65;16;1;1;per;11;0;
15;4;264;65;15;0;1;per;3;0;
5;1;263;65;14;0;1;per;3;0;
6;1;254;62;13;0;1;per;3;0;
14;4;239;60;12;0;1;per;1;0;
7;2;230;57;11;0;1;per;3;0;
11;2;215;53;10;0;0;per;1;0;
49;8;183;41;9;0;1;per;5;0;
44;7;178;40;8;1;1;per;3;0;
39;6;161;38;7;1;1;per;1;0;
20;4;153;36;6;1;1;per;3;0;
15;3;148;35;5;0;1;per;1;0;
6;1;139;33;4;0;1;per;1;0;
10;1;120;28;3;1;1;per;1;0;
7;1;92;22;2;0;1;per;1;0;
5;1;77;19;1;0;1;per;1;0;
7;1;58;13;17;0;1;per;1;0;
22;3;18;6;17;1;1;per;1;0;
4;1;11;4;17;0;1;per;1;0;
5;1;6;2;17;0;1;per;3;0;
5;1;680;158;47;1;1;per;1;0;
18;2;675;157;46;0;1;per;8;0;
11;1;668;156;45;0;1;per;7;0;
5;1;633;148;44;0;1;per;4;0;
12;2;618;144;43;0;1;per;5;0;
8;1;603;139;42;0;1;per;1;0;
8;1;593;136;41;1;0;per;2;0;
16;3;576;131;40;1;1;per;4;0;
6;1;566;129;39;0;0;per;2;0;
3;1;545;124;38;0;1;per;2;0;
10;1;542;123;37;0;1;per;1;0;
28;3;507;116;36;1;1;per;1;0;
7;1;474;111;35;1;1;per;1;0;
3;1;462;109;34;0;1;per;2;0;
15;2;458;107;33;1;1;per;11;1;
10;1;453;106;32;1;1;per;11;0;
6;1;437;103;31;0;1;per;3;0;
13;2;417;98;30;1;1;per;4;0;
141;24;408;96;29;0;1;per;1;0;
25;4;402;94;28;0;1;per;1;0;
19;3;385;92;27;1;0;per;1;0;
5;1;382;91;26;0;1;per;1;0;
49;8;356;86;25;1;1;per;4;0;
31;5;338;82;24;0;1;per;1;0;
12;2;319;79;23;0;1;per;1;0;
16;3;302;74;22;1;1;per;11;1;
9;1;298;73;21;1;1;per;11;0;
15;4;276;69;20;0;1;per;3;0;
5;1;269;67;19;0;1;per;3;0;
6;1;260;64;18;0;1;per;3;0;
14;4;245;62;17;0;1;per;1;0;
7;2;236;59;16;0;1;per;3;0;
11;2;221;55;15;0;0;per;1;0;
49;8;189;43;14;0;1;per;5;0;
44;7;184;42;13;1;1;per;3;0;
39;6;167;40;12;1;1;per;1;0;
20;4;159;38;11;1;1;per;3;0;
15;3;154;37;10;0;1;per;1;0;
6;1;145;35;9;0;1;per;1;0;
10;1;126;30;8;1;1;per;1;0;
7;1;98;24;7;0;1;per;1;0;
5;1;83;21;6;0;1;per;1;0;
7;1;64;15;5;0;1;per;1;0;
22;3;24;8;4;1;1;per;1;0;
4;1;17;6;3;0;1;per;1;0;
5;1;12;4;2;0;1;per;3;0;
15;2;491;114;33;1;1;per;11;1;
10;1;486;113;32;1;1;per;11;0;
6;1;470;110;31;0;1;per;3;0;
13;2;450;105;30;1;1;per;4;0;
141;24;441;103;29;0;1;per;1;0;
25;4;435;101;28;0;1;per;1;0;
19;3;418;99;27;1;0;per;1;0;
5;1;415;98;26;0;1;per;1;0;
49;8;389;93;25;1;1;per;4;0;
31;5;371;89;24;0;1;per;1;0;
12;2;352;86;23;0;1;per;1;0;
16;3;335;81;22;1;1;per;11;1;
9;1;331;80;21;1;1;per;11;0;
15;4;309;76;20;0;1;per;3;0;
5;1;302;74;19;0;1;per;3;0;
6;1;293;71;18;0;1;per;3;0;
14;4;278;69;17;0;1;per;1;0;
7;2;269;66;16;0;1;per;3;0;
11;2;254;62;15;0;0;per;1;0;
49;8;222;50;14;0;1;per;5;0;
44;7;217;49;13;1;1;per;3;0;
39;6;200;47;12;1;1;per;1;0;
20;4;192;45;11;1;1;per;3;0;
15;3;187;44;10;0;1;per;1;0;
6;1;178;42;9;0;1;per;1;0;
10;1;159;37;8;1;1;per;1;0;
7;1;131;31;7;0;1;per;1;0;
5;1;116;28;6;0;1;per;1;0;
7;1;97;22;5;0;1;per;1;0;
22;3;57;15;4;1;1;per;1;0;
4;1;50;13;3;0;1;per;1;0;
5;1;45;11;2;0;1;per;3;0;
5;1;6;2;0;0;1;per;2;0;
16;3;389;97;23;0;0;None;11;1;
9;1;385;96;22;0;0;None;11;0;
15;4;363;92;21;0;0;None;3;0;
5;1;356;90;20;0;0;None;3;0;
6;1;347;87;19;0;0;None;3;0;
14;4;332;85;18;0;0;None;1;0;
7;2;323;82;17;0;0;None;3;0;
11;2;308;78;16;0;0;None;1;0;
49;8;276;66;15;0;0;None;5;0;
44;7;271;65;14;0;0;None;3;0;
39;6;254;63;13;0;0;None;1;0;
20;4;246;61;12;0;0;None;3;0;
15;3;241;60;11;0;0;None;1;0;
6;1;232;58;10;0;0;None;1;0;
10;1;213;53;9;0;0;None;1;0;
7;1;185;47;8;0;0;None;1;0;
5;1;170;44;7;0;0;None;1;0;
7;1;151;38;6;0;0;None;1;0;
22;3;111;31;5;0;0;None;1;0;
4;1;104;29;4;0;0;None;1;0;
5;1;99;27;3;0;0;None;3;0;
5;1;47;14;1;0;0;None;2;0;
34;7;21;4;0;0;0;None;1;0;
15;2;20;4;0;0;0;None;1;0;
14;4;17;4;0;0;0;None;1;0;
6;1;21;4;0;0;0;None;1;0;
12;3;13;4;0;0;0;None;1;0;
5;1;13;4;0;0;0;None;1;0;
4;1;14;4;0;0;0;None;3;0;
8;1;17;4;0;0;0;None;1;0;
16;3;25;4;0;0;0;None;1;0;
6;1;16;3;0;0;0;None;3;0;
5;1;68;17;8;0;1;per;1;0;
15;2;46;10;6;1;1;per;11;1;
10;1;41;9;5;1;1;per;11;0;
17;3;26;7;4;0;1;per;1;0;
5;1;19;6;3;0;1;per;2;0;
15;2;16;3;2;1;1;per;1;0;
9;1;16;3;1;0;1;per;1;0;
13;2;8;2;2;1;1;per;1;0;
15;2;144;33;9;1;1;per;11;1;
10;1;139;32;8;1;1;per;11;0;
17;3;124;30;7;0;1;per;1;0;
5;1;117;29;6;0;1;per;2;0;
15;2;93;21;5;1;1;per;1;0;
9;1;87;20;4;0;1;per;1;0;
13;2;71;17;3;1;1;per;1;0;
8;1;10;2;1;0;1;per;2;0;
15;2;154;35;9;0;0;None;11;0;
10;1;149;34;8;0;0;None;11;0;
17;3;134;32;7;0;0;None;1;0;
5;1;127;31;6;0;0;None;2;0;
15;2;103;23;5;0;0;None;1;0;
9;1;97;22;4;0;0;None;1;0;
13;2;81;19;3;0;0;None;1;0;
8;1;22;4;1;0;0;None;2;0;
8;1;147;32;11;0;0;per;2;0;
7;1;111;25;10;0;0;per;1;0;
366;60;99;22;9;0;0;per;1;0;
185;30;92;20;8;0;0;per;1;0;
17;3;81;18;7;0;0;per;1;0;
9;1;73;16;6;0;0;per;1;0;
83;13;53;13;5;0;1;per;1;0;
6;1;41;11;4;0;0;per;1;0;
30;5;34;9;3;0;1;per;1;0;
14;2;17;6;2;0;0;per;1;0;
13;2;13;2;1;0;0;per;11;1;
9;1;10;2;1;0;0;per;11;0;
8;1;235;53;15;0;0;per;2;0;
7;1;199;46;14;0;0;per;1;0;
366;60;187;43;13;0;0;per;1;0;
185;30;180;41;12;0;0;per;1;0;
17;3;169;39;11;0;0;per;1;0;
9;1;161;37;10;0;0;per;1;0;
83;13;141;34;9;0;1;per;1;0;
6;1;129;32;8;0;0;per;1;0;
30;5;122;30;7;0;1;per;1;1;
14;2;105;27;6;0;0;per;1;0;
13;2;60;13;5;0;0;per;11;0;
9;1;56;12;4;0;0;per;11;0;
5;1;47;10;3;0;0;per;2;0;
34;7;42;10;2;0;0;per;1;0;
22;5;39;10;1;0;0;per;1;0;
13;3;34;10;3;0;0;per;1;0;
6;1;34;10;3;0;1;per;1;0;
41;8;30;10;3;0;0;per;1;0;
21;4;29;10;3;0;0;per;1;0;
10;2;28;10;3;0;0;per;2;0;
5;1;30;10;3;0;0;per;1;0;
12;4;31;10;3;0;1;per;1;0;
4;1;34;10;3;0;0;per;4;0;
224;36;38;10;3;0;1;per;1;0;
211;32;40;10;3;0;1;per;1;0;
105;16;39;10;3;0;0;per;1;0;
53;8;41;10;3;0;0;per;1;0;
27;4;37;10;3;0;0;per;1;0;
13;2;33;10;3;0;1;per;1;0;
6;1;40;10;3;0;1;per;1;0;
19;3;16;3;3;0;1;per;1;0;
8;1;9;2;3;0;1;per;2;0;
12;3;29;6;18;1;1;per;3;0;
4;1;24;5;17;1;1;per;1;0;
18;2;19;3;16;1;1;per;8;0;
11;1;12;2;15;1;1;per;7;0;
9;1;0;0;14;0;1;per;1;0;
16;2;0;0;13;1;0;per;5;0;
29;4;0;0;12;0;1;per;2;0;
18;4;0;0;11;1;0;per;3;0;
5;1;0;0;10;0;0;per;1;0;
16;5;0;0;9;0;1;per;1;0;
7;2;0;0;8;1;1;per;5;0;
6;1;0;0;7;1;0;per;1;0;
19;4;0;0;6;1;0;per;3;0;
13;2;0;0;5;1;0;per;1;0;
5;1;0;0;4;1;1;per;1;0;
7;1;0;0;3;0;1;per;1;0;
5;1;0;0;2;0;1;per;1;0;
8;1;0;0;1;1;0;per;2;0;
8;1;0;0;14;0;0;per;2;0;
12;3;79;17;4;0;1;per;3;0;
4;1;74;16;3;0;1;per;1;1;
18;2;69;14;2;0;1;per;8;1;
11;1;62;13;1;0;1;per;7;0;
9;1;42;11;0;0;1;per;1;0;
16;2;55;11;0;0;0;per;5;0;
29;4;46;11;0;1;1;per;2;0;
18;4;34;11;0;0;0;per;3;0;
5;1;33;11;0;0;0;per;1;0;
16;5;41;11;0;1;1;per;1;0;
7;2;44;11;0;0;1;per;5;0;
6;1;44;11;0;0;0;per;1;0;
19;4;36;11;0;0;0;per;3;0;
13;2;37;11;0;0;0;per;1;0;
5;1;41;11;0;0;1;per;1;0;
7;1;44;11;0;1;1;per;1;0;
5;1;34;8;0;1;1;per;1;0;
8;1;28;6;0;0;0;per;2;0;
8;1;9;2;0;1;0;per;2;0;
12;3;81;18;4;1;1;per;3;0;
4;1;76;17;3;1;1;per;1;0;
18;2;71;15;2;1;1;per;8;0;
11;1;64;14;1;1;1;per;7;0;
9;1;47;12;0;0;1;per;1;0;
16;2;62;12;0;1;0;per;5;0;
29;4;49;12;0;0;1;per;2;0;
18;4;36;12;0;1;0;per;3;0;
5;1;37;12;0;0;0;per;1;0;
16;5;47;12;0;0;1;per;1;0;
7;2;46;12;0;1;1;per;5;0;
6;1;50;12;0;1;0;per;1;0;
19;4;43;12;0;1;0;per;3;0;
13;2;45;12;0;1;0;per;1;0;
5;1;42;12;0;1;1;per;1;0;
7;1;44;11;0;0;1;per;1;0;
5;1;34;8;0;0;1;per;1;0;
8;1;28;6;0;1;0;per;2;0;
8;1;9;2;0;0;0;per;2;0;
12;3;140;32;6;0;1;rel;3;0;
4;1;135;31;5;0;1;rel;1;1;
18;2;130;29;4;0;1;rel;8;1;
11;1;123;28;3;0;1;rel;7;0;
9;1;120;26;2;0;1;rel;1;0;
16;2;105;26;1;0;0;rel;5;0;
29;4;102;26;2;1;1;rel;2;0;
18;4;86;26;2;0;0;rel;3;0;
5;1;93;26;2;0;0;rel;1;0;
16;5;93;26;2;1;1;rel;1;0;
7;2;99;26;2;0;1;rel;5;0;
6;1;100;26;2;0;0;rel;1;0;
19;4;80;22;2;0;0;rel;3;0;
13;2;65;17;2;0;0;rel;1;0;
5;1;51;14;2;0;1;rel;1;0;
7;1;44;11;2;1;1;rel;1;0;
5;1;34;8;2;1;1;rel;1;0;
8;1;28;6;2;0;0;rel;2;0;
8;1;9;2;2;1;0;rel;2;0;
12;3;188;43;8;0;0;per;3;0;
4;1;183;42;7;0;0;per;1;0;
18;2;178;40;6;0;0;per;8;0;
11;1;171;39;5;0;0;per;7;0;
9;1;154;37;4;0;0;per;1;0;
16;2;147;37;3;0;1;per;5;0;
29;4;144;37;2;0;0;per;2;0;
18;4;129;37;1;0;1;per;3;0;
5;1;132;37;4;0;1;per;1;0;
16;5;127;34;4;0;0;per;1;0;
7;2;119;31;4;0;0;per;5;0;
6;1;109;28;4;0;1;per;1;0;
19;4;80;22;4;0;1;per;3;0;
13;2;65;17;4;0;1;per;1;0;
5;1;51;14;4;0;0;per;1;0;
7;1;44;11;4;0;0;per;1;0;
5;1;34;8;4;0;0;per;1;0;
8;1;28;6;4;0;1;per;2;0;
8;1;9;2;4;0;1;per;2;0;
12;3;190;44;8;0;1;ref;3;0;
4;1;185;43;7;0;1;ref;1;0;
18;2;180;41;6;0;1;ref;8;0;
11;1;173;40;5;0;1;ref;7;0;
9;1;156;38;4;0;1;ref;1;0;
16;2;148;38;3;0;0;ref;5;0;
